storeid,date,markdown1,markdown2,markdown3,markdown4,markdown5,totalmarkdown,hasmarkdown,markdownsegment
9,2024-11-16,3593.95,645.99,2887.64,2837.33,1853.54,11818.45,1,Promo modérée
9,2024-11-23,10911.19,2279.62,3617.16,1275.27,2020.32,20103.56,1,Promo forte
9,2024-11-30,3136.09,3003.34,2557.72,1798.56,7286.25,17781.96,1,Promo modérée
9,2024-12-07,3016.46,2006.7,2620.1,1560.47,1559.6,10763.33,1,Promo modérée
9,2024-12-14,359.04,282.83,2331.48,180.82,1516.17,4670.34,1,Promo faible
9,2024-12-21,2704.1,4810.23,6580.43,3060.4,2083.16,19238.32,1,Promo modérée
10,2022-01-01,7510.33,2819.54,5205.45,5652.29,5097.98,26285.59,1,Promo forte
10,2022-01-08,4179.75,2807.72,547.86,1708.84,1165.0,10409.169999999998,1,Promo modérée
10,2022-01-15,904.87,2391.78,1827.92,1148.95,712.08,6985.599999999999,1,Promo modérée
10,2022-01-22,563.49,216.93,2975.07,2491.59,262.94,6510.0199999999995,1,Promo modérée
10,2022-01-29,3491.16,2778.57,3245.81,2899.89,2563.69,14979.119999999999,1,Promo modérée
10,2022-02-05,863.28,775.92,1872.24,815.68,2648.9,6976.02,1,Promo modérée
10,2022-02-12,2439.74,559.69,3578.84,869.88,410.89,7859.040000000001,1,Promo modérée
10,2022-02-19,685.34,519.61,217.64,2298.3,3766.54,7487.43,1,Promo modérée
10,2022-02-26,753.68,1861.68,1679.48,2146.49,3427.54,9868.869999999999,1,Promo modérée
10,2022-03-05,1795.82,2153.11,2445.22,624.87,1692.66,8711.68,1,Promo modérée
10,2022-03-12,3811.59,1444.07,2720.24,3140.49,612.78,11729.17,1,Promo modérée
10,2022-03-19,4920.09,1364.72,1436.92,1024.54,784.61,9530.880000000001,1,Promo modérée
10,2022-03-26,4118.99,1443.15,2696.1,1522.44,2514.26,12294.94,1,Promo modérée
10,2022-04-02,4124.73,711.23,1294.65,1684.59,2684.98,10500.179999999998,1,Promo modérée
10,2022-04-09,12.64,303.45,3169.0,3365.01,1921.35,8771.45,1,Promo modérée
10,2022-04-16,3056.07,2799.78,782.79,2675.97,105.76,9420.37,1,Promo modérée
10,2022-04-23,1866.52,1252.57,1202.36,2298.18,4134.83,10754.46,1,Promo modérée
10,2022-04-30,2858.2,1365.03,598.55,1574.05,1253.21,7649.04,1,Promo modérée
10,2022-05-07,1125.29,1232.33,3507.39,1846.3,1503.97,9215.28,1,Promo modérée
10,2022-05-14,1087.42,1002.74,3839.37,1820.31,1803.15,9552.99,1,Promo modérée
10,2022-05-21,2924.68,1995.61,2850.87,3086.96,1670.28,12528.4,1,Promo modérée
10,2022-05-28,3331.53,1639.54,821.03,2643.0,3616.88,12051.98,1,Promo modérée
10,2022-06-04,1697.82,932.54,3814.63,2742.68,2969.66,12157.33,1,Promo modérée
10,2022-06-11,534.63,1481.4,3495.99,3105.52,49.35,8666.890000000001,1,Promo modérée
10,2022-06-18,4319.33,1788.69,2297.74,2845.92,3538.39,14790.07,1,Promo modérée
10,2022-06-25,582.72,2548.63,1999.29,1356.48,2758.83,9245.95,1,Promo modérée
10,2022-07-02,4690.29,6200.57,3771.36,2759.43,4361.31,21782.960000000003,1,Promo forte
10,2022-07-09,4087.4,1601.16,1353.92,2302.83,3229.75,12575.060000000001,1,Promo modérée
10,2022-07-16,1413.13,2020.26,73.39,2644.89,1194.04,7345.71,1,Promo modérée
10,2022-07-23,426.84,1333.15,3397.69,2155.45,1315.48,8628.61,1,Promo modérée
10,2022-07-30,1712.16,2994.59,14.02,96.7,3707.28,8524.75,1,Promo modérée
10,2022-08-06,3652.83,1873.01,950.48,1761.45,4167.96,12405.73,1,Promo modérée
10,2022-08-13,312.25,105.48,673.63,2547.5,826.83,4465.6900000000005,1,Promo faible
10,2022-08-20,4540.66,2834.63,24.51,1624.47,110.95,9135.220000000001,1,Promo modérée
10,2022-08-27,1917.55,2820.7,2771.64,3036.67,1649.05,12195.609999999999,1,Promo modérée
10,2022-09-03,4055.45,66.6,6064.58,7550.16,9559.69,27296.480000000003,1,Promo forte
10,2022-09-10,3697.09,543.15,3836.03,2235.59,3811.71,14123.57,1,Promo modérée
10,2022-09-17,4334.37,2859.88,2701.42,1921.29,15.8,11832.759999999998,1,Promo modérée
10,2022-09-24,1524.67,1080.2,1682.15,346.03,190.63,4823.68,1,Promo faible
10,2022-10-01,4138.4,1283.08,2564.48,3337.5,3778.31,15101.769999999999,1,Promo modérée
10,2022-10-08,4906.64,1554.95,3710.55,1425.67,4494.8,16092.61,1,Promo modérée
10,2022-10-15,162.41,2462.56,1102.92,2787.92,1296.98,7812.789999999999,1,Promo modérée
10,2022-10-22,3049.91,1681.42,3658.78,2360.54,1816.8,12567.45,1,Promo modérée
10,2022-10-29,3126.99,2450.91,2614.24,2937.8,4250.2,15380.14,1,Promo modérée
10,2022-11-05,1135.96,12.3,1371.74,3391.01,3127.35,9038.36,1,Promo modérée
10,2022-11-12,531.53,2720.23,3990.6,574.4,245.35,8062.110000000001,1,Promo modérée
10,2022-11-19,1004.35,2322.78,2850.31,2222.33,1742.48,10142.25,1,Promo modérée
10,2022-11-26,5781.94,602.25,3840.75,4479.79,5168.53,19873.26,1,Promo modérée
10,2022-12-03,3274.16,130.19,265.67,1931.4,472.23,6073.65,1,Promo modérée
10,2022-12-10,1012.39,2004.78,729.91,2147.1,1853.82,7748.0,1,Promo modérée
10,2022-12-17,4427.19,199.47,3812.19,986.39,1719.16,11144.4,1,Promo modérée
10,2022-12-24,6718.23,4724.61,6705.33,2023.67,447.77,20619.609999999997,1,Promo forte
10,2022-12-31,1974.81,821.69,8050.93,1080.06,5322.72,17250.21,1,Promo modérée
10,2023-01-07,563.97,2611.42,1659.67,4324.57,6858.8,16018.43,1,Promo modérée
10,2023-01-14,1096.84,2202.66,3029.93,1467.2,1337.85,9134.48,1,Promo modérée
10,2023-01-21,935.73,1512.53,3396.55,824.75,4208.23,10877.79,1,Promo modérée
10,2023-01-28,363.42,1706.46,2234.73,2974.92,4481.96,11761.490000000002,1,Promo modérée
10,2023-02-04,2545.57,1666.56,3299.75,1766.02,4124.11,13402.009999999998,1,Promo modérée
10,2023-02-11,3375.72,510.7,759.05,3242.75,144.97,8033.19,1,Promo modérée
10,2023-02-18,1801.89,1280.71,3927.67,2743.71,4037.42,13791.4,1,Promo modérée
10,2023-02-25,547.15,811.41,186.54,1513.22,3723.51,6781.83,1,Promo modérée
10,2023-03-04,3468.17,2925.31,3849.11,822.25,451.49,11516.33,1,Promo modérée
10,2023-03-11,1680.39,509.33,2323.04,1692.88,3279.75,9485.39,1,Promo modérée
10,2023-03-18,1328.73,284.49,1387.43,127.99,838.86,3967.5,1,Promo faible
10,2023-03-25,2905.93,2876.09,85.76,2585.28,4314.54,12767.600000000002,1,Promo modérée
10,2023-04-01,3006.54,2136.56,1268.3,1888.27,3109.14,11408.81,1,Promo modérée
10,2023-04-08,3105.63,705.98,2230.07,3349.11,3955.78,13346.570000000002,1,Promo modérée
10,2023-04-15,571.24,1647.83,5.33,1133.47,989.7,4347.57,1,Promo faible
10,2023-04-22,2584.0,640.34,2145.72,2923.77,2771.07,11064.9,1,Promo modérée
10,2023-04-29,2563.62,917.28,1838.35,652.95,2863.55,8835.75,1,Promo modérée
10,2023-05-06,4437.94,1699.17,2726.14,1186.6,2571.35,12621.2,1,Promo modérée
10,2023-05-13,1479.96,978.56,3843.67,639.43,1400.6,8342.220000000001,1,Promo modérée
10,2023-05-20,4281.87,930.05,1571.0,1247.95,3747.85,11778.72,1,Promo modérée
10,2023-05-27,2181.45,1619.84,790.34,1507.51,2257.66,8356.8,1,Promo modérée
10,2023-06-03,101.7,2173.89,142.21,3490.83,3926.87,9835.5,1,Promo modérée
10,2023-06-10,1861.69,954.83,2484.53,574.92,3806.92,9682.89,1,Promo modérée
10,2023-06-17,87.83,1857.62,1831.64,1985.08,4047.03,9809.2,1,Promo modérée
10,2023-06-24,803.58,2199.61,1725.46,1560.88,1388.73,7678.26,1,Promo modérée
10,2023-07-01,702.09,2180.36,2034.04,6845.24,544.04,12305.77,1,Promo modérée
10,2023-07-08,36.26,2964.2,2635.34,1278.92,2116.95,9031.67,1,Promo modérée
10,2023-07-15,920.65,2521.08,486.23,752.47,167.29,4847.72,1,Promo faible
10,2023-07-22,4798.63,2636.98,3018.73,3267.15,990.58,14712.07,1,Promo modérée
10,2023-07-29,1732.48,2323.2,1049.83,1150.07,485.58,6741.16,1,Promo modérée
10,2023-08-05,4799.64,1005.15,3114.18,2993.96,1960.23,13873.16,1,Promo modérée
10,2023-08-12,1135.63,2664.92,1550.33,2016.8,3741.46,11109.14,1,Promo modérée
10,2023-08-19,859.85,1262.05,3331.37,67.31,504.91,6025.490000000001,1,Promo modérée
10,2023-08-26,1805.47,2258.61,2631.11,2033.93,2384.55,11113.670000000002,1,Promo modérée
10,2023-09-02,6555.36,1653.59,2937.81,3628.63,265.03,15040.42,1,Promo modérée
10,2023-09-09,3473.36,24.3,2466.85,328.04,3514.2,9806.75,1,Promo modérée
10,2023-09-16,2187.99,2568.29,669.69,929.37,2004.45,8359.789999999999,1,Promo modérée
10,2023-09-23,1854.02,2126.86,903.95,2297.45,738.98,7921.26,1,Promo modérée
10,2023-09-30,3981.73,997.96,2370.63,1732.33,4255.82,13338.470000000001,1,Promo modérée
10,2023-10-07,2334.96,2783.53,1029.37,944.42,1851.06,8943.34,1,Promo modérée
10,2023-10-14,4306.81,2493.4,1128.17,1917.08,374.48,10219.94,1,Promo modérée
10,2023-10-21,2303.32,755.28,1499.41,2799.81,3754.15,11111.97,1,Promo modérée
10,2023-10-28,4445.72,657.55,2714.16,2038.93,2488.23,12344.59,1,Promo modérée
10,2023-11-04,4056.44,649.33,3211.72,1398.73,850.11,10166.33,1,Promo modérée
10,2023-11-11,1782.09,1803.23,2224.46,1416.29,1930.72,9156.789999999999,1,Promo modérée
10,2023-11-18,726.16,89.34,3734.1,1843.62,2420.27,8813.49,1,Promo modérée
10,2023-11-25,7393.64,1014.72,1172.4,1572.84,7590.45,18744.05,1,Promo modérée
10,2023-12-02,47.79,711.39,940.12,1477.02,4141.75,7318.07,1,Promo modérée
10,2023-12-09,1217.27,156.55,3756.9,653.45,892.8,6676.97,1,Promo modérée
10,2023-12-16,1890.77,2051.19,913.67,1480.55,2508.05,8844.23,1,Promo modérée
10,2023-12-23,8213.94,725.07,3737.21,136.95,332.24,13145.410000000002,1,Promo modérée
10,2023-12-30,4993.26,2692.37,4375.76,311.38,8838.65,21211.42,1,Promo forte
10,2024-01-06,7271.3,4365.51,7461.73,5789.06,4451.93,29339.530000000002,1,Promo forte
10,2024-01-13,3225.49,1672.42,2575.77,2144.99,3236.38,12855.05,1,Promo modérée
10,2024-01-20,1208.36,4.25,2239.86,2067.29,4374.22,9893.98,1,Promo modérée
10,2024-01-27,3864.02,749.04,2435.62,2407.21,2120.57,11576.46,1,Promo modérée
10,2024-02-03,4307.82,492.12,103.84,314.95,1289.46,6508.19,1,Promo modérée
10,2024-02-10,2265.68,945.72,3764.88,2973.31,3796.51,13746.1,1,Promo modérée
10,2024-02-17,4919.23,872.88,3177.41,1716.67,179.13,10865.32,1,Promo modérée
10,2024-02-24,4734.34,875.17,905.86,451.98,4257.01,11224.36,1,Promo modérée
10,2024-03-02,550.11,1679.52,987.67,3420.01,3584.61,10221.92,1,Promo modérée
10,2024-03-09,946.67,634.56,2227.56,2754.7,1414.42,7977.91,1,Promo modérée
10,2024-03-16,1099.62,2841.68,3816.61,3466.63,3634.47,14859.01,1,Promo modérée
10,2024-03-23,4782.64,2367.22,2896.04,650.87,4092.87,14789.640000000003,1,Promo modérée
10,2024-03-30,404.35,1970.47,2615.22,332.26,1434.83,6757.13,1,Promo modérée
10,2024-04-06,393.91,830.71,995.59,820.9,867.39,3908.5,1,Promo faible
10,2024-04-13,2323.14,40.97,1926.73,195.43,4399.76,8886.03,1,Promo modérée
10,2024-04-20,3793.82,572.15,2272.83,2849.74,3457.11,12945.650000000001,1,Promo modérée
10,2024-04-27,2843.85,2371.98,2788.56,3484.32,61.55,11550.259999999998,1,Promo modérée
10,2024-05-04,3545.62,254.28,2966.44,2426.99,1128.62,10321.95,1,Promo modérée
10,2024-05-11,4260.7,2894.65,2325.54,3180.29,3638.31,16299.49,1,Promo modérée
10,2024-05-18,3990.91,381.61,1583.76,950.11,1312.46,8218.849999999999,1,Promo modérée
10,2024-05-25,872.05,1767.12,1017.01,906.49,2197.52,6760.1900000000005,1,Promo modérée
10,2024-06-01,4868.74,1191.46,2395.96,845.4,2207.07,11508.63,1,Promo modérée
10,2024-06-08,684.4,2062.8,3971.61,1384.76,2810.51,10914.080000000002,1,Promo modérée
10,2024-06-15,640.68,1536.31,1116.24,564.07,1918.26,5775.5599999999995,1,Promo modérée
10,2024-06-22,731.88,419.31,2333.66,3447.53,433.13,7365.51,1,Promo modérée
10,2024-06-29,2621.43,1224.8,1238.72,1039.91,1376.11,7500.969999999999,1,Promo modérée
10,2024-07-06,2828.26,4079.08,4048.58,6024.8,3061.64,20042.36,1,Promo forte
10,2024-07-13,2580.25,1037.92,2688.9,3328.62,2185.24,11820.929999999998,1,Promo modérée
10,2024-07-20,4594.9,2009.83,53.78,716.19,3072.77,10447.47,1,Promo modérée
10,2024-07-27,2764.73,2089.62,2386.96,429.59,4334.02,12004.920000000002,1,Promo modérée
10,2024-08-03,4190.75,1547.21,1507.97,3226.46,163.14,10635.529999999999,1,Promo modérée
10,2024-08-10,2901.09,2664.32,1894.16,2612.98,3621.02,13693.57,1,Promo modérée
10,2024-08-17,239.06,739.38,572.79,1952.82,832.25,4336.3,1,Promo faible
10,2024-08-24,1790.43,2682.68,280.79,3431.13,2773.31,10958.34,1,Promo modérée
10,2024-08-31,4308.16,452.2,1115.35,327.22,948.95,7151.879999999999,1,Promo modérée
10,2024-09-07,5856.39,5931.37,8779.73,5801.09,9610.83,35979.409999999996,1,Promo forte
10,2024-09-14,2009.6,1939.79,1402.87,956.84,2598.3,8907.400000000001,1,Promo modérée
10,2024-09-21,4819.77,2792.13,3048.93,1821.43,919.2,13401.460000000001,1,Promo modérée
10,2024-09-28,976.33,1799.06,1328.69,32.22,900.99,5037.29,1,Promo modérée
10,2024-10-05,4799.68,1137.26,38.34,993.46,536.85,7505.590000000001,1,Promo modérée
10,2024-10-12,1806.21,2586.05,1697.35,3204.92,2240.72,11535.25,1,Promo modérée
10,2024-10-19,3259.87,1460.82,3161.66,3206.95,1747.65,12836.949999999999,1,Promo modérée
10,2024-10-26,4558.69,763.02,3090.11,929.16,939.34,10280.32,1,Promo modérée
10,2024-11-02,4097.19,827.77,1402.81,758.65,2634.81,9721.229999999998,1,Promo modérée
10,2024-11-09,498.31,1256.98,3259.18,3108.62,1101.65,9224.74,1,Promo modérée
10,2024-11-16,2619.87,404.62,103.93,534.82,2820.84,6484.08,1,Promo modérée
10,2024-11-23,2108.69,6014.38,169.83,5031.43,3805.65,17129.98,1,Promo modérée
10,2024-11-30,5411.34,5428.74,3572.91,7582.08,7627.84,29622.91,1,Promo forte
10,2024-12-07,4401.46,2892.44,1298.21,2795.47,947.91,12335.49,1,Promo modérée
10,2024-12-14,730.45,1897.2,2371.82,422.58,1466.91,6888.96,1,Promo modérée
10,2024-12-21,2362.35,1233.62,4003.43,5757.79,2787.85,16145.039999999999,1,Promo modérée
11,2022-01-01,4621.48,6394.75,6112.55,5537.62,5570.75,28237.149999999998,1,Promo forte
11,2022-01-08,3675.58,871.23,1213.91,2740.45,1335.18,9836.349999999999,1,Promo modérée
11,2022-01-15,4147.23,1808.19,747.64,1897.12,1271.24,9871.42,1,Promo modérée
11,2022-01-22,157.67,1987.49,1484.91,2261.04,1603.12,7494.23,1,Promo modérée
11,2022-01-29,3284.47,839.96,115.21,1451.91,1950.94,7642.49,1,Promo modérée
11,2022-02-05,302.76,2060.46,2271.3,1222.99,3173.35,9030.86,1,Promo modérée
11,2022-02-12,3300.01,866.87,562.97,548.22,2877.26,8155.330000000001,1,Promo modérée
11,2022-02-19,4162.45,2641.75,2427.33,3012.55,69.37,12313.449999999999,1,Promo modérée
11,2022-02-26,2481.82,1418.12,1242.81,3046.42,766.95,8956.12,1,Promo modérée
11,2022-03-05,4081.99,2796.8,3505.19,1117.84,2638.64,14140.46,1,Promo modérée
11,2022-03-12,4375.94,1041.5,2247.59,1516.83,2065.12,11246.98,1,Promo modérée
11,2022-03-19,305.73,1467.99,3253.37,345.64,313.16,5685.89,1,Promo modérée
11,2022-03-26,2341.13,2664.98,3066.79,2841.8,3659.68,14574.380000000001,1,Promo modérée
11,2022-04-02,119.03,154.66,3834.97,970.06,3930.16,9008.88,1,Promo modérée
11,2022-04-09,1249.47,1465.56,2805.99,3452.4,1986.78,10960.2,1,Promo modérée
11,2022-04-16,43.87,5.17,390.67,355.45,3172.04,3967.2,1,Promo faible
11,2022-04-23,4695.41,815.66,2039.11,614.09,3627.94,11792.21,1,Promo modérée
11,2022-04-30,487.9,120.73,3012.95,1488.74,4479.97,9590.29,1,Promo modérée
11,2022-05-07,4085.64,2747.98,1191.4,3324.3,682.5,12031.82,1,Promo modérée
11,2022-05-14,4146.43,2189.06,837.71,3321.09,273.52,10767.810000000001,1,Promo modérée
11,2022-05-21,859.17,1074.44,771.74,713.6,841.76,4260.71,1,Promo faible
11,2022-05-28,3182.72,2068.02,2670.43,1573.11,3102.02,12596.300000000001,1,Promo modérée
11,2022-06-04,3840.16,37.93,868.99,227.98,3511.02,8486.08,1,Promo modérée
11,2022-06-11,3524.18,466.2,2599.16,294.39,815.97,7699.9,1,Promo modérée
11,2022-06-18,1022.23,716.1,906.22,1383.02,2942.05,6969.620000000001,1,Promo modérée
11,2022-06-25,244.21,2633.82,319.32,519.19,99.6,3816.1400000000003,1,Promo faible
11,2022-07-02,4519.27,2452.47,2612.3,1173.53,1367.03,12124.600000000002,1,Promo modérée
11,2022-07-09,4807.89,1735.42,3950.38,1303.63,2059.32,13856.64,1,Promo modérée
11,2022-07-16,4934.05,134.73,601.38,1482.33,838.5,7990.99,1,Promo modérée
11,2022-07-23,1759.53,282.94,1712.51,3441.4,1479.75,8676.130000000001,1,Promo modérée
11,2022-07-30,3297.98,2569.75,302.58,1619.91,4451.65,12241.869999999999,1,Promo modérée
11,2022-08-06,3532.65,2281.51,2092.71,3234.83,3712.68,14854.380000000001,1,Promo modérée
11,2022-08-13,4678.28,1758.36,1192.57,521.97,3732.85,11884.029999999999,1,Promo modérée
11,2022-08-20,1520.35,25.66,3334.43,306.01,2838.4,8024.85,1,Promo modérée
11,2022-08-27,3866.96,156.16,152.61,1504.36,283.84,5963.929999999999,1,Promo modérée
11,2022-09-03,6739.35,5320.34,3852.64,4270.27,7918.31,28100.91,1,Promo forte
11,2022-09-10,3670.53,1862.62,3876.97,690.51,4279.91,14380.539999999999,1,Promo modérée
11,2022-09-17,3846.9,2120.73,160.56,1913.08,397.25,8438.52,1,Promo modérée
11,2022-09-24,4597.15,1060.64,2878.01,1547.36,2948.55,13031.71,1,Promo modérée
11,2022-10-01,4155.69,1046.09,1600.6,3129.19,2234.81,12166.38,1,Promo modérée
11,2022-10-08,2366.08,2913.89,1489.47,1300.51,877.64,8947.59,1,Promo modérée
11,2022-10-15,3867.09,730.06,160.47,3449.03,1532.03,9738.68,1,Promo modérée
11,2022-10-22,4445.48,2980.08,346.71,3017.88,1757.32,12547.47,1,Promo modérée
11,2022-10-29,1064.25,241.55,2247.19,47.62,1853.54,5454.15,1,Promo modérée
11,2022-11-05,1048.69,984.93,3480.19,2611.93,985.67,9111.41,1,Promo modérée
11,2022-11-12,2226.47,1038.01,1804.82,2619.96,4059.99,11749.25,1,Promo modérée
11,2022-11-19,4426.41,1084.77,3729.8,2207.13,4203.7,15651.810000000001,1,Promo modérée
11,2022-11-26,1871.18,3266.42,4148.04,7363.2,4293.91,20942.75,1,Promo forte
11,2022-12-03,2480.15,1043.22,1599.43,1262.82,3718.62,10104.24,1,Promo modérée
11,2022-12-10,2439.79,2322.19,604.65,2140.36,1077.59,8584.58,1,Promo modérée
11,2022-12-17,917.81,854.67,1666.53,1237.73,2361.95,7038.69,1,Promo modérée
11,2022-12-24,1390.69,5021.33,7486.87,1978.95,4030.21,19908.05,1,Promo modérée
11,2022-12-31,7936.25,409.01,4120.94,6373.07,4467.03,23306.3,1,Promo forte
11,2023-01-07,4526.63,1213.38,8284.42,4099.1,8438.32,26561.85,1,Promo forte
11,2023-01-14,703.48,659.02,1927.78,148.65,2081.4,5520.33,1,Promo modérée
11,2023-01-21,903.85,1772.96,358.8,2568.52,4476.39,10080.52,1,Promo modérée
11,2023-01-28,4679.87,2967.62,1586.16,3468.21,701.67,13403.53,1,Promo modérée
11,2023-02-04,4264.62,2336.68,2524.26,1798.88,3189.17,14113.609999999999,1,Promo modérée
11,2023-02-11,2679.68,2655.69,1008.06,1334.02,3499.39,11176.84,1,Promo modérée
11,2023-02-18,4443.68,1393.11,2064.5,1164.67,1245.01,10310.97,1,Promo modérée
11,2023-02-25,953.74,2082.06,2410.53,645.87,1229.42,7321.62,1,Promo modérée
11,2023-03-04,3842.05,2273.81,2471.44,2754.47,1504.19,12845.960000000001,1,Promo modérée
11,2023-03-11,1092.19,1627.23,1484.45,2441.25,2141.07,8786.19,1,Promo modérée
11,2023-03-18,4921.25,2525.03,3156.02,1155.75,2410.34,14168.390000000001,1,Promo modérée
11,2023-03-25,3243.61,1170.59,1994.18,3064.79,488.53,9961.7,1,Promo modérée
11,2023-04-01,3825.22,1215.38,3490.08,1836.48,100.13,10467.289999999999,1,Promo modérée
11,2023-04-08,1727.23,2283.81,3816.93,1300.02,3732.3,12860.29,1,Promo modérée
11,2023-04-15,1512.52,395.31,1531.87,712.77,2897.99,7050.459999999999,1,Promo modérée
11,2023-04-22,4571.04,1518.02,2174.81,1650.78,1210.07,11124.72,1,Promo modérée
11,2023-04-29,1536.47,1600.81,537.19,3264.2,4025.35,10964.02,1,Promo modérée
11,2023-05-06,1772.84,753.34,3662.07,2983.79,2609.25,11781.29,1,Promo modérée
11,2023-05-13,626.89,481.67,2706.95,1895.02,83.1,5793.63,1,Promo modérée
11,2023-05-20,4455.25,1781.03,3223.62,1496.01,510.29,11466.2,1,Promo modérée
11,2023-05-27,4957.01,732.41,794.21,1843.81,2417.44,10744.880000000001,1,Promo modérée
11,2023-06-03,3618.73,75.08,2282.58,3094.68,78.25,9149.32,1,Promo modérée
11,2023-06-10,4907.71,597.97,261.02,3007.98,3908.09,12682.77,1,Promo modérée
11,2023-06-17,1325.75,50.68,1918.8,3006.19,4031.26,10332.68,1,Promo modérée
11,2023-06-24,3874.25,2219.46,2152.57,305.65,4167.37,12719.3,1,Promo modérée
11,2023-07-01,2317.57,5523.8,2551.45,1437.47,4023.36,15853.65,1,Promo modérée
11,2023-07-08,703.03,213.53,2230.82,1016.04,3726.25,7889.67,1,Promo modérée
11,2023-07-15,2506.2,717.53,2360.37,1551.5,2010.25,9145.849999999999,1,Promo modérée
11,2023-07-22,6.6,923.83,1114.51,1377.07,593.33,4015.34,1,Promo faible
11,2023-07-29,2260.04,1557.28,3241.61,1496.95,3157.2,11713.080000000002,1,Promo modérée
11,2023-08-05,1692.93,672.52,1436.44,806.31,2607.33,7215.53,1,Promo modérée
11,2023-08-12,2969.27,1198.2,3342.16,2554.56,3371.74,13435.93,1,Promo modérée
11,2023-08-19,3417.26,1763.8,3369.43,995.96,2589.64,12136.09,1,Promo modérée
11,2023-08-26,3378.95,1244.07,496.39,1469.68,874.05,7463.14,1,Promo modérée
11,2023-09-02,6677.32,149.73,8193.0,5284.0,338.53,20642.579999999998,1,Promo forte
11,2023-09-09,2099.19,2669.14,1749.45,263.7,4259.87,11041.349999999999,1,Promo modérée
11,2023-09-16,3953.74,226.43,274.4,1880.84,720.58,7055.99,1,Promo modérée
11,2023-09-23,384.55,615.28,2861.94,2831.25,2036.4,8729.42,1,Promo modérée
11,2023-09-30,2719.49,2218.65,2420.01,1372.45,532.46,9263.060000000001,1,Promo modérée
11,2023-10-07,3693.31,2721.87,3684.12,1872.87,2301.79,14273.96,1,Promo modérée
11,2023-10-14,2163.52,381.16,2010.13,1964.46,1519.9,8039.17,1,Promo modérée
11,2023-10-21,1834.34,2282.49,1941.49,703.79,559.91,7322.0199999999995,1,Promo modérée
11,2023-10-28,2205.72,1356.28,1202.53,1999.73,674.9,7439.16,1,Promo modérée
11,2023-11-04,4445.21,2507.36,2433.24,1359.38,2264.42,13009.609999999999,1,Promo modérée
11,2023-11-11,3880.58,1294.96,1328.91,1439.63,2712.8,10656.880000000001,1,Promo modérée
11,2023-11-18,211.75,1676.45,2178.29,718.32,3128.98,7913.789999999999,1,Promo modérée
11,2023-11-25,4116.91,5021.29,3983.98,6108.76,7613.33,26844.270000000004,1,Promo forte
11,2023-12-02,1187.34,1195.89,3033.22,2278.09,800.09,8494.63,1,Promo modérée
11,2023-12-09,3733.73,1688.0,333.21,649.53,986.98,7391.449999999999,1,Promo modérée
11,2023-12-16,337.77,514.3,3937.53,1639.91,3903.05,10332.560000000001,1,Promo modérée
11,2023-12-23,7572.36,1797.74,7322.15,644.68,7654.07,24991.0,1,Promo forte
11,2023-12-30,5362.53,2417.6,5679.89,7295.93,408.57,21164.52,1,Promo forte
11,2024-01-06,5190.27,5734.41,3650.66,4116.88,199.93,18892.15,1,Promo modérée
11,2024-01-13,716.55,1336.22,1420.38,1734.81,3916.48,9124.44,1,Promo modérée
11,2024-01-20,3719.31,420.12,2682.88,827.14,1972.71,9622.16,1,Promo modérée
11,2024-01-27,500.09,2075.73,116.16,2162.09,633.19,5487.26,1,Promo modérée
11,2024-02-03,140.03,2795.37,2091.95,151.28,1541.25,6719.88,1,Promo modérée
11,2024-02-10,1918.61,357.47,979.76,350.5,3633.74,7240.08,1,Promo modérée
11,2024-02-17,3197.34,1371.01,1600.58,2074.98,2210.7,10454.61,1,Promo modérée
11,2024-02-24,2329.36,173.05,745.62,1961.78,3897.85,9107.66,1,Promo modérée
11,2024-03-02,735.35,2296.3,2976.94,3161.69,38.19,9208.470000000001,1,Promo modérée
11,2024-03-09,285.9,1790.89,2276.19,124.86,2310.85,6788.689999999999,1,Promo modérée
11,2024-03-16,2341.5,2574.04,1369.53,933.31,4431.9,11650.279999999999,1,Promo modérée
11,2024-03-23,137.43,821.09,1077.38,2867.62,3198.0,8101.52,1,Promo modérée
11,2024-03-30,4997.3,2130.43,3046.73,3284.28,511.43,13970.17,1,Promo modérée
11,2024-04-06,2519.65,2041.66,989.87,2101.66,1159.1,8811.94,1,Promo modérée
11,2024-04-13,2465.98,895.77,635.86,165.72,881.9,5045.23,1,Promo modérée
11,2024-04-20,3746.45,915.47,3806.0,2500.11,1470.4,12438.43,1,Promo modérée
11,2024-04-27,879.29,2324.17,2055.43,36.98,3030.82,8326.689999999999,1,Promo modérée
11,2024-05-04,4895.77,220.33,1135.67,850.49,1118.47,8220.73,1,Promo modérée
11,2024-05-11,2714.75,1910.7,2087.31,1519.27,863.89,9095.92,1,Promo modérée
11,2024-05-18,669.99,265.56,3632.62,1874.28,3860.1,10302.55,1,Promo modérée
11,2024-05-25,488.05,721.34,1626.15,3030.45,4224.97,10090.96,1,Promo modérée
11,2024-06-01,738.03,1046.59,3319.67,3124.3,840.75,9069.34,1,Promo modérée
11,2024-06-08,2289.07,1127.38,2310.63,1535.31,78.06,7340.45,1,Promo modérée
11,2024-06-15,779.3,567.71,3232.06,912.91,3596.52,9088.5,1,Promo modérée
11,2024-06-22,3789.23,1923.6,3694.41,2740.46,813.49,12961.19,1,Promo modérée
11,2024-06-29,2869.12,1398.01,2546.56,1042.85,821.69,8678.230000000001,1,Promo modérée
