storeid,storelabel,store_type,storesize,sizecategory,deptid,deptlabel,date,year,quarter,month,monthname,week,isholiday,ca_semaine,total_markdown,has_markdown,markdown1,markdown2,markdown3,markdown4,markdown5
10,Store_10,B,143563,Medium,19,Dept_19,2024-06-01,2024,2,6,June,22,0,19289.92,11508.63,1,4868.74,1191.46,2395.96,845.4,2207.07
10,Store_10,B,143563,Medium,20,Dept_20,2024-06-01,2024,2,6,June,22,0,56420.09,11508.63,1,4868.74,1191.46,2395.96,845.4,2207.07
10,Store_10,B,143563,Medium,1,Dept_01,2024-06-08,2024,2,6,June,23,0,16061.19,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,2,Dept_02,2024-06-08,2024,2,6,June,23,0,47124.75,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,3,Dept_03,2024-06-08,2024,2,6,June,23,0,56407.5,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,4,Dept_04,2024-06-08,2024,2,6,June,23,0,35103.08,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,5,Dept_05,2024-06-08,2024,2,6,June,23,0,39102.59,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,6,Dept_06,2024-06-08,2024,2,6,June,23,0,10673.48,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,7,Dept_07,2024-06-08,2024,2,6,June,23,0,31646.21,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,8,Dept_08,2024-06-08,2024,2,6,June,23,0,16109.09,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,9,Dept_09,2024-06-08,2024,2,6,June,23,0,56817.03,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,10,Dept_10,2024-06-08,2024,2,6,June,23,0,77893.26,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,11,Dept_11,2024-06-08,2024,2,6,June,23,0,69022.15,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,12,Dept_12,2024-06-08,2024,2,6,June,23,0,38055.06,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,13,Dept_13,2024-06-08,2024,2,6,June,23,0,62075.46,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,14,Dept_14,2024-06-08,2024,2,6,June,23,0,92560.65,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,15,Dept_15,2024-06-08,2024,2,6,June,23,0,11416.92,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,16,Dept_16,2024-06-08,2024,2,6,June,23,0,33275.12,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,17,Dept_17,2024-06-08,2024,2,6,June,23,0,15705.45,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,18,Dept_18,2024-06-08,2024,2,6,June,23,0,69851.5,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,19,Dept_19,2024-06-08,2024,2,6,June,23,0,91981.97,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,20,Dept_20,2024-06-08,2024,2,6,June,23,0,45950.51,10914.080000000002,1,684.4,2062.8,3971.61,1384.76,2810.51
10,Store_10,B,143563,Medium,1,Dept_01,2024-06-15,2024,2,6,June,24,0,24080.48,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,2,Dept_02,2024-06-15,2024,2,6,June,24,0,20139.98,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,3,Dept_03,2024-06-15,2024,2,6,June,24,0,36072.33,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,4,Dept_04,2024-06-15,2024,2,6,June,24,0,12503.91,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,5,Dept_05,2024-06-15,2024,2,6,June,24,0,16839.8,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,6,Dept_06,2024-06-15,2024,2,6,June,24,0,10804.21,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,7,Dept_07,2024-06-15,2024,2,6,June,24,0,15380.36,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,8,Dept_08,2024-06-15,2024,2,6,June,24,0,64246.34,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,9,Dept_09,2024-06-15,2024,2,6,June,24,0,19275.88,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,10,Dept_10,2024-06-15,2024,2,6,June,24,0,42531.91,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,11,Dept_11,2024-06-15,2024,2,6,June,24,0,60725.87,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,12,Dept_12,2024-06-15,2024,2,6,June,24,0,22150.99,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,13,Dept_13,2024-06-15,2024,2,6,June,24,0,44390.38,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,14,Dept_14,2024-06-15,2024,2,6,June,24,0,25839.88,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,15,Dept_15,2024-06-15,2024,2,6,June,24,0,88247.77,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,16,Dept_16,2024-06-15,2024,2,6,June,24,0,11407.5,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,17,Dept_17,2024-06-15,2024,2,6,June,24,0,63103.28,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,18,Dept_18,2024-06-15,2024,2,6,June,24,0,93213.48,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,19,Dept_19,2024-06-15,2024,2,6,June,24,0,86451.98,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,20,Dept_20,2024-06-15,2024,2,6,June,24,0,32730.41,5775.5599999999995,1,640.68,1536.31,1116.24,564.07,1918.26
10,Store_10,B,143563,Medium,1,Dept_01,2024-06-22,2024,2,6,June,25,0,31226.75,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,2,Dept_02,2024-06-22,2024,2,6,June,25,0,7946.17,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,3,Dept_03,2024-06-22,2024,2,6,June,25,0,20349.29,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,4,Dept_04,2024-06-22,2024,2,6,June,25,0,27490.25,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,5,Dept_05,2024-06-22,2024,2,6,June,25,0,9960.19,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,6,Dept_06,2024-06-22,2024,2,6,June,25,0,16264.86,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,7,Dept_07,2024-06-22,2024,2,6,June,25,0,61686.8,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,8,Dept_08,2024-06-22,2024,2,6,June,25,0,38342.01,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,9,Dept_09,2024-06-22,2024,2,6,June,25,0,73841.16,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,10,Dept_10,2024-06-22,2024,2,6,June,25,0,18246.2,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,11,Dept_11,2024-06-22,2024,2,6,June,25,0,58505.21,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,12,Dept_12,2024-06-22,2024,2,6,June,25,0,68039.41,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,13,Dept_13,2024-06-22,2024,2,6,June,25,0,71338.2,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,14,Dept_14,2024-06-22,2024,2,6,June,25,0,72394.02,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,15,Dept_15,2024-06-22,2024,2,6,June,25,0,22572.5,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,16,Dept_16,2024-06-22,2024,2,6,June,25,0,48553.09,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,17,Dept_17,2024-06-22,2024,2,6,June,25,0,91529.11,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,18,Dept_18,2024-06-22,2024,2,6,June,25,0,63339.64,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,19,Dept_19,2024-06-22,2024,2,6,June,25,0,45705.34,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,20,Dept_20,2024-06-22,2024,2,6,June,25,0,10490.38,7365.51,1,731.88,419.31,2333.66,3447.53,433.13
10,Store_10,B,143563,Medium,1,Dept_01,2024-06-29,2024,2,6,June,26,0,34737.97,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,2,Dept_02,2024-06-29,2024,2,6,June,26,0,51703.33,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,3,Dept_03,2024-06-29,2024,2,6,June,26,0,16192.48,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,4,Dept_04,2024-06-29,2024,2,6,June,26,0,62879.48,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,5,Dept_05,2024-06-29,2024,2,6,June,26,0,18190.59,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,6,Dept_06,2024-06-29,2024,2,6,June,26,0,41838.4,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,7,Dept_07,2024-06-29,2024,2,6,June,26,0,37670.01,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,8,Dept_08,2024-06-29,2024,2,6,June,26,0,59202.98,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,9,Dept_09,2024-06-29,2024,2,6,June,26,0,41415.8,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,10,Dept_10,2024-06-29,2024,2,6,June,26,0,31620.41,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,11,Dept_11,2024-06-29,2024,2,6,June,26,0,80770.45,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,12,Dept_12,2024-06-29,2024,2,6,June,26,0,52432.91,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,13,Dept_13,2024-06-29,2024,2,6,June,26,0,10986.81,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,14,Dept_14,2024-06-29,2024,2,6,June,26,0,45318.94,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,15,Dept_15,2024-06-29,2024,2,6,June,26,0,51922.78,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,16,Dept_16,2024-06-29,2024,2,6,June,26,0,11142.95,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,17,Dept_17,2024-06-29,2024,2,6,June,26,0,72060.13,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,18,Dept_18,2024-06-29,2024,2,6,June,26,0,54980.36,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,19,Dept_19,2024-06-29,2024,2,6,June,26,0,20025.9,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,20,Dept_20,2024-06-29,2024,2,6,June,26,0,43104.17,7500.969999999999,1,2621.43,1224.8,1238.72,1039.91,1376.11
10,Store_10,B,143563,Medium,1,Dept_01,2024-07-06,2024,3,7,July,27,1,41313.72,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,2,Dept_02,2024-07-06,2024,3,7,July,27,1,40977.95,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,3,Dept_03,2024-07-06,2024,3,7,July,27,1,62001.19,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,4,Dept_04,2024-07-06,2024,3,7,July,27,1,55931.06,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,5,Dept_05,2024-07-06,2024,3,7,July,27,1,40344.82,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,6,Dept_06,2024-07-06,2024,3,7,July,27,1,25299.34,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,7,Dept_07,2024-07-06,2024,3,7,July,27,1,61826.6,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,8,Dept_08,2024-07-06,2024,3,7,July,27,1,25717.03,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,9,Dept_09,2024-07-06,2024,3,7,July,27,1,15182.26,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,10,Dept_10,2024-07-06,2024,3,7,July,27,1,85556.02,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,11,Dept_11,2024-07-06,2024,3,7,July,27,1,86416.81,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,12,Dept_12,2024-07-06,2024,3,7,July,27,1,68322.24,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,13,Dept_13,2024-07-06,2024,3,7,July,27,1,85005.08,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,14,Dept_14,2024-07-06,2024,3,7,July,27,1,36611.29,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,15,Dept_15,2024-07-06,2024,3,7,July,27,1,56711.38,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,16,Dept_16,2024-07-06,2024,3,7,July,27,1,16633.97,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,17,Dept_17,2024-07-06,2024,3,7,July,27,1,67802.1,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,18,Dept_18,2024-07-06,2024,3,7,July,27,1,43092.39,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,19,Dept_19,2024-07-06,2024,3,7,July,27,1,100340.72,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,20,Dept_20,2024-07-06,2024,3,7,July,27,1,117995.34,20042.36,1,2828.26,4079.08,4048.58,6024.8,3061.64
10,Store_10,B,143563,Medium,1,Dept_01,2024-07-13,2024,3,7,July,28,0,38327.87,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,2,Dept_02,2024-07-13,2024,3,7,July,28,0,18666.7,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,3,Dept_03,2024-07-13,2024,3,7,July,28,0,42458.03,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,4,Dept_04,2024-07-13,2024,3,7,July,28,0,56933.33,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,5,Dept_05,2024-07-13,2024,3,7,July,28,0,16364.98,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,6,Dept_06,2024-07-13,2024,3,7,July,28,0,57664.72,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,7,Dept_07,2024-07-13,2024,3,7,July,28,0,44173.02,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,8,Dept_08,2024-07-13,2024,3,7,July,28,0,20854.77,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,9,Dept_09,2024-07-13,2024,3,7,July,28,0,66217.86,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,10,Dept_10,2024-07-13,2024,3,7,July,28,0,23318.2,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,11,Dept_11,2024-07-13,2024,3,7,July,28,0,74679.08,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,12,Dept_12,2024-07-13,2024,3,7,July,28,0,35621.67,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,13,Dept_13,2024-07-13,2024,3,7,July,28,0,65096.69,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,14,Dept_14,2024-07-13,2024,3,7,July,28,0,69779.25,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,15,Dept_15,2024-07-13,2024,3,7,July,28,0,51463.42,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,16,Dept_16,2024-07-13,2024,3,7,July,28,0,83986.33,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,17,Dept_17,2024-07-13,2024,3,7,July,28,0,42831.25,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,18,Dept_18,2024-07-13,2024,3,7,July,28,0,90485.32,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,19,Dept_19,2024-07-13,2024,3,7,July,28,0,65084.81,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,20,Dept_20,2024-07-13,2024,3,7,July,28,0,13292.35,11820.929999999998,1,2580.25,1037.92,2688.9,3328.62,2185.24
10,Store_10,B,143563,Medium,1,Dept_01,2024-07-20,2024,3,7,July,29,0,26915.37,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,2,Dept_02,2024-07-20,2024,3,7,July,29,0,47680.17,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,3,Dept_03,2024-07-20,2024,3,7,July,29,0,19542.63,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,4,Dept_04,2024-07-20,2024,3,7,July,29,0,46502.27,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,5,Dept_05,2024-07-20,2024,3,7,July,29,0,32797.71,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,6,Dept_06,2024-07-20,2024,3,7,July,29,0,25343.36,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,7,Dept_07,2024-07-20,2024,3,7,July,29,0,64735.85,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,8,Dept_08,2024-07-20,2024,3,7,July,29,0,39192.7,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,9,Dept_09,2024-07-20,2024,3,7,July,29,0,60394.63,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,10,Dept_10,2024-07-20,2024,3,7,July,29,0,41071.99,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,11,Dept_11,2024-07-20,2024,3,7,July,29,0,30357.69,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,12,Dept_12,2024-07-20,2024,3,7,July,29,0,80488.52,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,13,Dept_13,2024-07-20,2024,3,7,July,29,0,18504.53,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,14,Dept_14,2024-07-20,2024,3,7,July,29,0,57049.62,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,15,Dept_15,2024-07-20,2024,3,7,July,29,0,25135.16,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,16,Dept_16,2024-07-20,2024,3,7,July,29,0,18534.28,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,17,Dept_17,2024-07-20,2024,3,7,July,29,0,17230.19,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,18,Dept_18,2024-07-20,2024,3,7,July,29,0,82271.59,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,19,Dept_19,2024-07-20,2024,3,7,July,29,0,34646.51,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,20,Dept_20,2024-07-20,2024,3,7,July,29,0,66810.82,10447.47,1,4594.9,2009.83,53.78,716.19,3072.77
10,Store_10,B,143563,Medium,1,Dept_01,2024-07-27,2024,3,7,July,30,0,28998.5,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,2,Dept_02,2024-07-27,2024,3,7,July,30,0,50329.14,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,3,Dept_03,2024-07-27,2024,3,7,July,30,0,47257.22,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,4,Dept_04,2024-07-27,2024,3,7,July,30,0,45472.36,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,5,Dept_05,2024-07-27,2024,3,7,July,30,0,60166.18,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,6,Dept_06,2024-07-27,2024,3,7,July,30,0,42797.03,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,7,Dept_07,2024-07-27,2024,3,7,July,30,0,59653.76,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,8,Dept_08,2024-07-27,2024,3,7,July,30,0,64934.8,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,9,Dept_09,2024-07-27,2024,3,7,July,30,0,63879.8,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,10,Dept_10,2024-07-27,2024,3,7,July,30,0,34663.62,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,11,Dept_11,2024-07-27,2024,3,7,July,30,0,68915.47,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,12,Dept_12,2024-07-27,2024,3,7,July,30,0,48890.13,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,13,Dept_13,2024-07-27,2024,3,7,July,30,0,35596.78,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,14,Dept_14,2024-07-27,2024,3,7,July,30,0,24961.98,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,15,Dept_15,2024-07-27,2024,3,7,July,30,0,68734.99,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,16,Dept_16,2024-07-27,2024,3,7,July,30,0,35673.41,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,17,Dept_17,2024-07-27,2024,3,7,July,30,0,32950.65,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,18,Dept_18,2024-07-27,2024,3,7,July,30,0,65397.55,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,19,Dept_19,2024-07-27,2024,3,7,July,30,0,34148.17,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,20,Dept_20,2024-07-27,2024,3,7,July,30,0,41405.17,12004.920000000002,1,2764.73,2089.62,2386.96,429.59,4334.02
10,Store_10,B,143563,Medium,1,Dept_01,2024-08-03,2024,3,8,August,31,0,39485.5,10635.529999999999,1,4190.75,1547.21,1507.97,3226.46,163.14
10,Store_10,B,143563,Medium,2,Dept_02,2024-08-03,2024,3,8,August,31,0,40046.62,10635.529999999999,1,4190.75,1547.21,1507.97,3226.46,163.14
10,Store_10,B,143563,Medium,3,Dept_03,2024-08-03,2024,3,8,August,31,0,56308.88,10635.529999999999,1,4190.75,1547.21,1507.97,3226.46,163.14
10,Store_10,B,143563,Medium,4,Dept_04,2024-08-03,2024,3,8,August,31,0,51511.22,10635.529999999999,1,4190.75,1547.21,1507.97,3226.46,163.14
10,Store_10,B,143563,Medium,5,Dept_05,2024-08-03,2024,3,8,August,31,0,26156.34,10635.529999999999,1,4190.75,1547.21,1507.97,3226.46,163.14
10,Store_10,B,143563,Medium,6,Dept_06,2024-08-03,2024,3,8,August,31,0,35096.86,10635.529999999999,1,4190.75,1547.21,1507.97,3226.46,163.14
10,Store_10,B,143563,Medium,7,Dept_07,2024-08-03,2024,3,8,August,31,0,43427.44,10635.529999999999,1,4190.75,1547.21,1507.97,3226.46,163.14
